"id","state","statecode","county","issuance_type","leg_type","leg_subtype","leg_subsubtype","leg_date","citation_form","citation_example","fullfilename"
"751","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","SB-0196","2019-05-15","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_SB-0196/2019-05-15/Illinois Bills - SB0196 - 09.17.2020.xml"
"752","ILLINOIS","IL","","ILLINOIS BILLS","ILLINOIS_BILLS","GA-101","HB-2691","2019-06-21","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_BILLS/GA-101_HB-2691/2019-06-21/Illinois Bills - HB2691 - 09.17.2020.xml"
"753","ILLINOIS","IL","","ILLINOIS REGISTER SEPTEMBER","ILLINOIS_REGISTER","VOL-14","ISS-44","2020-09-04","","","/home/ekamradt/git/data-dcl/US/US-IL/ILLINOIS_REGISTER/VOL-14_ISS-44/2020-09-04/Illinois Register - VOL14088ISS44 - September 4, 2020 - 09.10.2020.xml"
"754","WYOMING","WY","","REVISED STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-WY/sdc-wyoming-revised-statutes.xml"
"755","WYOMING","WY","","ADMINISTRATIVE RULES","","","","","","","/home/ekamradt/git/data-dcl/US/US-WY/sdc-wyoming-administrative-rules.xml"
"756","KENTUCKY","KY","","REVISED STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-KY/sdc-kentucky-revised-statutes.xml"
"757","KENTUCKY","KY","","ADMIN REGS","","","","","{{TITLE}} Ky. Admin. Code {{CHAPTER}}.{{REGULATION}}","1 Ky. Admin. Code 2:010","/home/ekamradt/git/data-dcl/US/US-KY/sdc-kentucky-admin-regs.xml"
"758","KENTUCKY","KY","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-KY/brd-kentucky-bills.xml"
"759","OHIO","OH","","STATUTES","","","","","Ohio Rev. Code § {{CHAPTER}}.{{SECTION}}","Ohio Rev. Code § 1301.101","/home/ekamradt/git/data-dcl/US/US-OH/sdc-ohio-statutes.xml"
"760","OHIO","OH","","ADMIN CODE","","","","","Ohio Admin. Code {{AGENCY}}-{{CHAPTER}}-{{RULE}}","Ohio Admin. Code 011-1-01","/home/ekamradt/git/data-dcl/US/US-OH/sdc-ohio-admin-code.xml"
"761","OHIO","OH","","BILLS","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/brd-ohio-bills.xml"
"762","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 17/2021-01-15/Ohio Bills - H. B. No. 17 - 11.03.2020.xml"
"763","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 81/2020-09-15/Ohio Bills - H. B. No. 81 - 11.03.2020.xml"
"764","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 16/2020-09-15/Ohio Bills - H. B. No. 16 - 11.03.2020.xml"
"765","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 614/2020-10-01/Ohio Bills - H. B. No. 614 - 11.03.2020.xml"
"766","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 168/2020-09-15/Ohio Bills - H. B. No. 168 - 11.03.2020.xml"
"767","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 272/2020-12-16/Ohio Bills - H. B. No. 272 - 11.03.2020.xml"
"768","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 341/2020-12-16/Ohio Bills - H. B. No. 341 - 11.03.2020.xml"
"769","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 230/2020-11-27/Ohio Bills - H. B. No. 230 - 11.03.2020.xml"
"770","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 242/2021-01-15/Ohio Bills - H. B. No. 242 - 11.03.2020.xml"
"771","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 606/2020-12-16/Ohio Bills - H. B. No. 606 - 11.03.2020.xml"
"772","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 285/2020-09-15/Ohio Bills - H. B. No. 285 - 11.03.2020.xml"
"773","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 669/2020-10-13/Ohio Bills - H. B. No. 669 - 11.03.2020.xml"
"774","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 364/2021-01-15/Ohio Bills - H. B. No. 364 - 11.03.2020.xml"
"775","OHIO","OH","","OHIO BILLS S. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/S. B. No. 4/2020-10-13/Ohio Bills - S. B. No. 4 - 11.03.2020.xml"
"776","OHIO","OH","","OHIO BILLS S. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/S. B. No. 107/2021-01-01/Ohio Bills - S. B. No. 107 - 11.03.2020.xml"
"777","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 66/2020-10-01/Ohio Bills - H. B. No. 66 - 11.03.2020.xml"
"778","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 164/2020-09-18/Ohio Bills - H. B. No. 164 - 11.03.2020.xml"
"779","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 339/2021-01-01/Ohio Bills - H. B. No. 339 - 11.03.2020.xml"
"780","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 11/2020-09-18/Ohio Bills - H. B. No. 11 - 11.03.2020.xml"
"781","OHIO","OH","","OHIO BILLS H. B. NO.","","","","","","","/home/ekamradt/git/data-dcl/US/US-OH/OHIO_BILLS/133RD_GENERAL_ASSEMBLY/H. B. No. 287/2020-09-15/Ohio Bills - H. B. No. 287 - 11.03.2020.xml"
"782","WISCONSIN","WI","","STATUTES","","","","","Wis. Stat. § {{CHAPTER}}.{{SECTION}}","Wis. Stat. § 1.01","/home/ekamradt/git/data-dcl/US/US-WI/sdc-wisconsin-statutes.xml"
"783","WISCONSIN","WI","","WISC ADMIN CODE","","","","","","","/home/ekamradt/git/data-dcl/US/US-WI/sdc-wisc-admin-code.xml"
"784","IDAHO","ID","","STATUTES","","","","","","","/home/ekamradt/git/data-dcl/US/US-ID/sdc-idaho-statutes.xml"
"785","NORTH DAKOTA","ND","","ND ADMIN CODE","","","","","N.D. Admin. Code {{TITLE}}-{{ARTICLE}}-{{CHAPTER}}-{{SECTION}}","","/home/ekamradt/git/data-dcl/US/US-ND/sdc-nd-admin-code.xml"
"786","NORTH DAKOTA","ND","","CENTURY CODE","","","","","N.D. Cent. Code § {{TITLE}}-{{CHAPTER}}-{{SECTION}}","N.D. Cent. Code § 6-02-06","/home/ekamradt/git/data-dcl/US/US-ND/sdc-north-dakota-century-code.xml"
