"id","state","statecode","county","issuance_type","leg_type","leg_subtype","leg_subsubtype","leg_date","citation_form","citation_example","fullfilename"
"406","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-165/2020-09-14/California Bills - ACR-165 - 10.09.2020.xml"
"407","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3087/2020-09-30/California Bills - AB-3087 - 10.09.2020.xml"
"408","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2520/2020-09-21/California Bills - AB-2520 - 10.09.2020.xml"
"409","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2932/2020-09-10/California Bills - AB-2932 - 10.09.2020.xml"
"410","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2247/2020-09-21/California Bills - AB-2247 - 10.09.2020.xml"
"411","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-831/2020-09-30/California Bills - AB-831 - 10.09.2020.xml"
"412","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-865/2020-09-30/California Bills - SB-865 - 10.09.2020.xml"
"413","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2537/2020-09-30/California Bills - AB-2537 - 10.09.2020.xml"
"414","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1949/2020-10-02/California Bills - AB-1949 - 10.09.2020.xml"
"415","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2821/2020-09-21/California Bills - AB-2821 - 10.09.2020.xml"
"416","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3074/2020-09-30/California Bills - AB-3074 - 10.09.2020.xml"
"417","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2765/2020-10-02/California Bills - AB-2765 - 10.09.2020.xml"
"418","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1458/2020-09-30/California Bills - AB-1458 - 10.09.2020.xml"
"419","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-878/2020-09-24/California Bills - SB-878 - 10.09.2020.xml"
"420","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3012/2020-09-30/California Bills - AB-3012 - 10.09.2020.xml"
"421","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-646/2020-10-02/California Bills - AB-646 - 10.09.2020.xml"
"422","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1281/2020-09-30/California Bills - AB-1281 - 10.09.2020.xml"
"423","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1140/2020-09-14/California Bills - AB-1140 - 10.09.2020.xml"
"424","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1146/2020-09-21/California Bills - SB-1146 - 10.09.2020.xml"
"425","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2038/2020-09-14/California Bills - AB-2038 - 10.09.2020.xml"
"426","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1710/2020-09-24/California Bills - AB-1710 - 10.09.2020.xml"
"427","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-653/2020-09-24/California Bills - SB-653 - 10.09.2020.xml"
"428","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-86/2020-09-30/California Bills - SB-86 - 10.09.2020.xml"
"429","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1947/2020-10-02/California Bills - AB-1947 - 10.09.2020.xml"
"430","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3182/2020-09-30/California Bills - AB-3182 - 10.09.2020.xml"
"431","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-909/2020-09-30/California Bills - SB-909 - 10.09.2020.xml"
"432","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2617/2020-09-30/California Bills - AB-2617 - 10.09.2020.xml"
"433","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-800/2020-09-30/California Bills - SB-800 - 10.09.2020.xml"
"434","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3070/2020-10-02/California Bills - AB-3070 - 10.09.2020.xml"
"435","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-240/2020-09-14/California Bills - AB-240 - 10.09.2020.xml"
"436","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1276/2020-09-30/California Bills - SB-1276 - 10.09.2020.xml"
"437","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-823/2020-10-02/California Bills - SB-823 - 10.09.2020.xml"
"438","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3366/2020-09-14/California Bills - AB-3366 - 10.09.2020.xml"
"439","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1231/2020-09-30/California Bills - SB-1231 - 10.09.2020.xml"
"440","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-168/2020-09-29/California Bills - AB-168 - 10.09.2020.xml"
"441","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2445/2020-09-10/California Bills - AB-2445 - 10.09.2020.xml"
"442","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-639/2020-09-24/California Bills - AB-639 - 10.09.2020.xml"
"443","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-793/2020-09-24/California Bills - AB-793 - 10.09.2020.xml"
"444","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2944/2020-09-21/California Bills - AB-2944 - 10.09.2020.xml"
"445","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2265/2020-09-29/California Bills - AB-2265 - 10.09.2020.xml"
"446","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-940/2020-09-30/California Bills - SB-940 - 10.09.2020.xml"
"447","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-592/2020-09-30/California Bills - SB-592 - 10.09.2020.xml"
"448","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-732/2020-10-02/California Bills - AB-732 - 10.09.2020.xml"
"449","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3312/2020-09-10/California Bills - AB-3312 - 10.09.2020.xml"
"450","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-203/2020-10-02/California Bills - SB-203 - 10.09.2020.xml"
"451","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2479/2020-10-02/California Bills - AB-2479 - 10.09.2020.xml"
"452","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2386/2020-09-30/California Bills - AB-2386 - 10.09.2020.xml"
"453","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3308/2020-09-30/California Bills - AB-3308 - 10.09.2020.xml"
"454","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2762/2020-10-02/California Bills - AB-2762 - 10.09.2020.xml"
"455","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-124/2020-09-14/California Bills - ACR-124 - 10.09.2020.xml"
"456","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2014/2020-09-30/California Bills - AB-2014 - 10.09.2020.xml"
"457","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-852/2020-09-30/California Bills - SB-852 - 10.09.2020.xml"
"458","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2172/2020-09-24/California Bills - AB-2172 - 10.09.2020.xml"
"459","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2234/2020-09-10/California Bills - AB-2234 - 10.09.2020.xml"
"460","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2037/2020-09-21/California Bills - AB-2037 - 10.09.2020.xml"
"461","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3267/2020-09-30/California Bills - AB-3267 - 10.09.2020.xml"
"462","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-896/2020-09-24/California Bills - AB-896 - 10.09.2020.xml"
"463","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2077/2020-09-30/California Bills - AB-2077 - 10.09.2020.xml"
"464","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1867/2020-09-10/California Bills - AB-1867 - 10.09.2020.xml"
"465","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1307/2020-09-24/California Bills - SB-1307 - 10.09.2020.xml"
"466","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1124/2020-09-30/California Bills - AB-1124 - 10.09.2020.xml"
"467","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1189/2020-10-02/California Bills - SB-1189 - 10.09.2020.xml"
"468","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-70/2020-09-29/California Bills - AB-70 - 10.09.2020.xml"
"469","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1301/2020-10-02/California Bills - SB-1301 - 10.09.2020.xml"
"470","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1561/2020-09-30/California Bills - AB-1561 - 10.09.2020.xml"
"471","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3043/2020-10-02/California Bills - AB-3043 - 10.09.2020.xml"
"472","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3214/2020-09-24/California Bills - AB-3214 - 10.09.2020.xml"
"473","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3362/2020-10-02/California Bills - AB-3362 - 10.09.2020.xml"
"474","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-723/2020-09-30/California Bills - SB-723 - 10.09.2020.xml"
"475","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-518/2020-09-10/California Bills - AB-518 - 10.09.2020.xml"
"476","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1079/2020-09-30/California Bills - SB-1079 - 10.09.2020.xml"
"477","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2199/2020-09-24/California Bills - AB-2199 - 10.09.2020.xml"
"478","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1350/2020-09-14/California Bills - AB-1350 - 10.09.2020.xml"
"479","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-573/2020-09-21/California Bills - SB-573 - 10.09.2020.xml"
"480","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-158/2020-09-21/California Bills - SB-158 - 10.09.2020.xml"
"481","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3020/2020-09-14/California Bills - AB-3020 - 10.09.2020.xml"
"482","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1082/2020-09-24/California Bills - AB-1082 - 10.09.2020.xml"
"483","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-846/2020-10-02/California Bills - AB-846 - 10.09.2020.xml"
"484","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-38/2020-09-14/California Bills - SB-38 - 10.09.2020.xml"
"485","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2553/2020-09-29/California Bills - AB-2553 - 10.09.2020.xml"
"486","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1148/2020-09-30/California Bills - SB-1148 - 10.09.2020.xml"
"487","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2113/2020-09-29/California Bills - AB-2113 - 10.09.2020.xml"
"488","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-214/2020-09-30/California Bills - SB-214 - 10.09.2020.xml"
"489","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3099/2020-09-29/California Bills - AB-3099 - 10.09.2020.xml"
"490","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2400/2020-08-28/California Bills - AB-2400 - 10.09.2020.xml"
"491","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2149/2020-09-24/California Bills - AB-2149 - 10.09.2020.xml"
"492","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2300/2020-09-10/California Bills - AB-2300 - 10.09.2020.xml"
"493","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2049/2020-09-14/California Bills - AB-2049 - 10.09.2020.xml"
"494","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1305/2020-09-30/California Bills - SB-1305 - 10.09.2020.xml"
"495","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1232/2020-10-02/California Bills - SB-1232 - 10.09.2020.xml"
"496","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1766/2020-09-29/California Bills - AB-1766 - 10.09.2020.xml"
"497","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2192/2020-09-14/California Bills - AB-2192 - 10.09.2020.xml"
"498","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2560/2020-10-02/California Bills - AB-2560 - 10.09.2020.xml"
"499","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-423/2020-08-07/California Bills - SB-423 - 10.09.2020.xml"
"500","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2756/2020-09-30/California Bills - AB-2756 - 10.09.2020.xml"
"501","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-132/2020-09-29/California Bills - SB-132 - 10.09.2020.xml"
"502","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1869/2020-09-21/California Bills - AB-1869 - 10.09.2020.xml"
"503","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1459/2020-09-14/California Bills - SB-1459 - 10.09.2020.xml"
"504","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-973/2020-10-02/California Bills - SB-973 - 10.09.2020.xml"
"505","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-67/2020-09-30/California Bills - SB-67 - 10.09.2020.xml"
"506","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-921/2020-09-14/California Bills - SB-921 - 10.09.2020.xml"
"507","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-890/2020-09-30/California Bills - AB-890 - 10.09.2020.xml"
"508","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3075/2020-10-02/California Bills - AB-3075 - 10.09.2020.xml"
"509","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2043/2020-09-30/California Bills - AB-2043 - 10.09.2020.xml"
"510","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-979/2020-10-02/California Bills - AB-979 - 10.09.2020.xml"
"511","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2992/2020-09-30/California Bills - AB-2992 - 10.09.2020.xml"
"512","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3336/2020-09-21/California Bills - AB-3336 - 10.09.2020.xml"
"513","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-872/2020-09-30/California Bills - SB-872 - 10.09.2020.xml"
"514","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-342/2020-09-29/California Bills - SB-342 - 10.09.2020.xml"
"515","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-970/2020-09-21/California Bills - SB-970 - 10.09.2020.xml"
"516","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-480/2020-10-02/California Bills - SB-480 - 10.09.2020.xml"
"517","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3374/2020-09-24/California Bills - AB-3374 - 10.09.2020.xml"
"518","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2165/2020-09-30/California Bills - AB-2165 - 10.09.2020.xml"
"519","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2285/2020-09-21/California Bills - AB-2285 - 10.09.2020.xml"
"520","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1290/2020-10-02/California Bills - SB-1290 - 10.09.2020.xml"
"521","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-929/2020-09-24/California Bills - SB-929 - 10.09.2020.xml"
"522","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1196/2020-10-02/California Bills - SB-1196 - 10.09.2020.xml"
"523","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2644/2020-09-30/California Bills - AB-2644 - 10.09.2020.xml"
